model,best_val_acc,test_acc,precision,recall,f1_score,auc
resnet50,1.0,0.9907407407407407,0.9939024390243902,0.9895833333333334,0.9915944313107433,0.9997840802987862
tf_efficientnetv2_s,0.9903846153846154,0.9907407407407407,0.9939024390243902,0.9875,0.9905033238366572,0.9985544786096257
resnest50d,0.9903846153846154,0.9814814814814815,0.9880952380952381,0.9770833333333333,0.9821730336779636,1.0
